Employee_ID,Att_Date,Status,Hours Worked 
E0025,06 Jan 2025,PRESENT,9
E0025,07-01-2025,Present,8
E0025,2025-01-08,Present,7.5
E0025,10-01-2025,PRESENT,7
E0025,01/13/2025,PRESENT,9
E0025,01/14/2025,On Leave,
E0025,15-01-2025,PRESENT,7
E0025,01/16/2025,Present,8
E0025,01/17/2025,PRESENT,8
E0025,01/20/2025,present,7.5
E0025,22 Jan 2025,PRESENT,8
E0025,01/23/2025,wfh,8
E0025,01/24/2025,absent,
E0025,01/27/2025,L,
E0025,28-01-2025,A,
E0025,29 Jan 2025,PRESENT,8
E0025,30 Jan 2025,PRESENT,8
E0025,03-02-2025,P,9
E0025,02/04/2025,present,8
E0025,02/06/2025,P,8
E0025,07-02-2025,Present,7.5
E0025,10-02-2025,present,8
E0025,12 Feb 2025,PRESENT,8
E0025,2025-02-14,PRESENT,8
E0025,2025-02-17,P,7.5
E0025,18-02-2025,Present,8
E0025,19-02-2025,WFH,7
E0025,02/20/2025,present,8
E0025,02/21/2025,PRESENT,7.5
E0025,24 Feb 2025,PRESENT,8
E0025,02/25/2025,present,8
E0025,02/26/2025,present,8
E0025,28-02-2025,P,8
E0025,04 Mar 2025,P,7.5
E0025,2025-03-06,Leave,
E0025,07-03-2025,present,8
E0025,10 Mar 2025,P,8
E0025,11-03-2025,Present,8
E0025,12 Mar 2025,PRESENT,8
E0025,14 Mar 2025,P,7
E0025,2025-03-17,P,9
E0025,18 Mar 2025,present,7
E0025,2025-03-19,Present,8
E0026,02-01-2025,Present,8
E0026,03 Jan 2025,present,8
E0026,06 Jan 2025,WFH,8
E0026,01/08/2025,P,7.5
E0026,2025-01-09,P,7.5
E0026,01/10/2025,P,8
E0026,01/14/2025,P,8
E0026,15 Jan 2025,L,
E0026,17 Jan 2025,Present,8
E0026,01/21/2025,present,8
E0026,22 Jan 2025,L,
E0026,24-01-2025,On Leave,
E0026,2025-01-27,present,8
E0026,28 Jan 2025,present,8
E0026,2025-01-29,WFH,7
E0026,31-01-2025,PRESENT,7.5
E0026,2025-02-03,P,8
E0026,05-02-2025,L,
E0026,06 Feb 2025,present,8
E0026,10 Feb 2025,present,9
E0026,02/11/2025,PRESENT,7.5
E0026,12-02-2025,present,8
E0026,2025-02-14,Present,9
E0026,17-02-2025,present,9
E0026,18-02-2025,Present,9
E0026,20-02-2025,P,7
E0026,2025-02-21,present,7.5
E0026,2025-02-24,Present,7
E0026,25-02-2025,Present,7.5
E0026,26-02-2025,Present,8
E0026,02/27/2025,present,8
E0026,2025-03-03,present,7
E0026,2025-03-04,P,9
E0026,05-03-2025,P,7.5
E0026,06-03-2025,PRESENT,7
E0026,03/07/2025,P,7
E0026,03/10/2025,wfh,8
E0026,11 Mar 2025,PRESENT,9
E0026,03/12/2025,P,8
E0026,03/13/2025,Present,8
E0026,2025-03-17,PRESENT,8
E0026,18-03-2025,present,9
E0026,2025-03-19,wfh,8
E0026,20 Mar 2025,Present,8
E0027,2025-01-02,present,9
E0027,01/03/2025,Present,9
E0027,06-01-2025,present,8
E0027,01/07/2025,Leave,
E0027,01/08/2025,present,7.5
E0027,09-01-2025,present,7.5
E0027,13 Jan 2025,present,7.5
E0027,14 Jan 2025,PRESENT,8
E0027,2025-01-15,P,7
E0027,17 Jan 2025,P,8
E0027,20-01-2025,absent,
E0027,01/22/2025,Present,8
E0027,23 Jan 2025,P,8
E0027,2025-01-24,P,7
E0027,27-01-2025,present,7
E0027,2025-01-28,P,8
E0027,30-01-2025,Present,8
E0027,31 Jan 2025,present,7.5
E0027,04-02-2025,PRESENT,9
E0027,02/06/2025,wfh,7.5
E0027,02/10/2025,Present,9
E0027,02/11/2025,present,8
E0027,12 Feb 2025,Present,9
E0027,02/14/2025,Present,8
E0027,2025-02-17,absent,
E0027,19-02-2025,P,9
E0027,2025-02-20,PRESENT,7.5
E0027,2025-02-21,Work From Home,9
E0027,25 Feb 2025,Present,9
E0027,02/27/2025,P,7.5
E0027,28 Feb 2025,present,7.5
E0027,03/04/2025,present,7.5
E0027,05 Mar 2025,present,8
E0027,03/07/2025,Present,9
E0027,2025-03-10,PRESENT,7
E0027,11-03-2025,P,8
E0027,12-03-2025,Present,9
E0027,2025-03-13,Present,8
E0027,2025-03-17,P,8
E0027,18 Mar 2025,WFH,8
E0027,20-03-2025,PRESENT,8
E0027,03/21/2025,P,9
E0028,02 Jan 2025,WFH,8
E0028,2025-01-06,Present,9
E0028,2025-01-07,Present,9
E0028,09-01-2025,P,8
E0028,10-01-2025,P,9
E0028,13-01-2025,present,8
E0028,14 Jan 2025,Present,8
E0028,15 Jan 2025,Leave,
E0028,16-01-2025,present,9
E0028,2025-01-17,Present,7.5
E0028,20 Jan 2025,PRESENT,9
E0028,2025-01-21,P,7
E0028,2025-01-22,wfh,7
E0028,24 Jan 2025,L,
E0028,27-01-2025,Present,7
E0028,28-01-2025,present,9
E0028,29-01-2025,PRESENT,8
E0028,30 Jan 2025,present,8
E0028,01/31/2025,present,8
E0028,02/03/2025,P,8
E0028,04 Feb 2025,absent,
E0028,05-02-2025,present,9
E0028,06 Feb 2025,Present,8
E0028,2025-02-07,P,7
E0028,10 Feb 2025,Present,7.5
E0028,12 Feb 2025,present,7
E0028,13 Feb 2025,P,8
E0028,17 Feb 2025,present,9
E0028,2025-02-18,Present,9
E0028,20 Feb 2025,present,8
E0028,02/21/2025,On Leave,
E0028,02/24/2025,Present,9
E0028,02/26/2025,Work From Home,9
E0028,27-02-2025,P,7.5
E0028,28 Feb 2025,wfh,8
E0028,03 Mar 2025,Present,7.5
E0028,05 Mar 2025,present,9
E0028,06 Mar 2025,P,8
E0028,07-03-2025,Present,7
E0028,10-03-2025,P,8
E0028,03/11/2025,P,8
E0028,12-03-2025,present,8
E0028,14-03-2025,P,7
E0028,17-03-2025,On Leave,
E0029,03-01-2025,Absent,
E0029,06-01-2025,PRESENT,7
E0029,01/07/2025,PRESENT,8
E0029,01/09/2025,wfh,7
E0029,10 Jan 2025,PRESENT,9
E0029,01/13/2025,PRESENT,8
E0029,14-01-2025,Present,7.5
E0029,01/15/2025,present,7.5
E0029,2025-01-16,P,7
E0029,17 Jan 2025,present,8
E0029,01/21/2025,WFH,8
E0029,01/22/2025,PRESENT,9
E0029,01/23/2025,present,8
E0029,24-01-2025,Work From Home,8
E0029,27 Jan 2025,Present,9
E0029,2025-01-28,Present,8
E0029,29-01-2025,present,8
E0029,30-01-2025,present,8
E0029,31 Jan 2025,PRESENT,8
E0029,02/03/2025,Present,7
E0029,2025-02-04,Work From Home,7.5
E0029,06-02-2025,present,8
E0029,2025-02-07,present,8
E0029,10 Feb 2025,P,9
E0029,2025-02-11,PRESENT,8
E0029,02/12/2025,wfh,9
E0029,13 Feb 2025,Present,8
E0029,14-02-2025,Leave,
E0029,2025-02-17,Present,9
E0029,19 Feb 2025,Absent,
E0029,20-02-2025,Present,8
E0029,21 Feb 2025,Leave,
E0029,02/24/2025,present,9
E0029,2025-02-25,present,8
E0029,2025-02-26,P,7.5
E0029,27-02-2025,present,8
E0029,02/28/2025,PRESENT,8
E0029,03-03-2025,PRESENT,9
E0029,05-03-2025,L,
E0029,2025-03-06,P,8
E0029,03/07/2025,PRESENT,9
E0029,03/10/2025,P,8
E0029,11-03-2025,present,8
E0030,03 Jan 2025,PRESENT,7.5
E0030,2025-01-06,P,7.5
E0030,01/07/2025,wfh,8
E0030,2025-01-08,P,7
E0030,01/09/2025,PRESENT,7
E0030,01/13/2025,Present,7.5
E0030,15 Jan 2025,Work From Home,7
E0030,17 Jan 2025,present,8
E0030,01/20/2025,Present,7
E0030,01/21/2025,Present,9
E0030,22-01-2025,PRESENT,8
E0030,24-01-2025,PRESENT,8
E0030,2025-01-27,present,7.5
E0030,28 Jan 2025,On Leave,
E0030,01/29/2025,Present,9
E0030,01/30/2025,wfh,9
E0030,2025-01-31,P,7
E0030,04-02-2025,present,7
E0030,02/06/2025,PRESENT,9
E0030,07 Feb 2025,P,7
E0030,10 Feb 2025,PRESENT,8
E0030,11-02-2025,Present,7.5
E0030,2025-02-12,PRESENT,7.5
E0030,02/14/2025,Present,8
E0030,17-02-2025,PRESENT,7
E0030,2025-02-18,present,8
E0030,2025-02-19,PRESENT,7.5
E0030,02/20/2025,Present,7
E0030,21 Feb 2025,present,7.5
E0030,02/24/2025,P,7.5
E0030,2025-02-25,P,8
E0030,26-02-2025,L,
E0030,28-02-2025,P,8
E0030,03/03/2025,Present,9
E0030,05 Mar 2025,Present,7.5
E0030,2025-03-07,P,8
E0030,10-03-2025,present,8
E0030,03/12/2025,PRESENT,8
E0030,03/13/2025,Present,7.5
E0030,03/14/2025,PRESENT,7
E0030,03/17/2025,Leave,
E0030,2025-03-18,Present,9
E0030,03/19/2025,PRESENT,9
E0031,2025-01-03,leave,
E0031,2025-01-06,PRESENT,7.5
E0031,07 Jan 2025,Present,9
E0031,08 Jan 2025,On Leave,
E0031,09 Jan 2025,present,8
E0031,01/10/2025,P,8
E0031,01/13/2025,P,7.5
E0031,2025-01-14,present,9
E0031,01/15/2025,present,8
E0031,16 Jan 2025,P,7.5
E0031,20-01-2025,Present,8
E0031,22-01-2025,Present,7
E0031,01/23/2025,Present,8
E0031,24-01-2025,Absent,
E0031,2025-01-27,P,7.5
E0031,2025-01-28,present,7
E0031,2025-01-29,Present,7
E0031,30-01-2025,P,7.5
E0031,01/31/2025,P,8
E0031,03-02-2025,wfh,8
E0031,05-02-2025,Present,7.5
E0031,2025-02-06,PRESENT,7
E0031,02/07/2025,On Leave,
E0031,2025-02-10,P,7.5
E0031,11 Feb 2025,Present,8
E0031,12-02-2025,wfh,7
E0031,02/13/2025,present,8
E0031,17-02-2025,P,7
E0031,19-02-2025,Work From Home,7.5
E0031,2025-02-20,WFH,8
E0031,21 Feb 2025,P,9
E0031,24 Feb 2025,P,8
E0031,02/25/2025,P,8
E0031,26-02-2025,Present,7.5
E0031,27-02-2025,present,7
E0031,28 Feb 2025,present,8
E0031,03/03/2025,present,7
E0031,04 Mar 2025,wfh,7.5
E0031,05-03-2025,P,8
E0031,03/06/2025,Present,8
E0031,03/07/2025,present,7
E0031,03/11/2025,present,8
E0031,12-03-2025,PRESENT,8
E0031,13-03-2025,Present,9
E0032,02 Jan 2025,Present,8
E0032,2025-01-06,P,7.5
E0032,01/07/2025,present,9
E0032,01/09/2025,present,8
E0032,10 Jan 2025,absent,
E0032,13-01-2025,Absent,
E0032,14-01-2025,present,8
E0032,01/15/2025,PRESENT,7
E0032,01/16/2025,Present,7
E0032,01/17/2025,PRESENT,7.5
E0032,20 Jan 2025,Present,8
E0032,21-01-2025,Present,8
E0032,01/22/2025,P,8
E0032,23-01-2025,PRESENT,7.5
E0032,01/24/2025,Present,8
E0032,01/27/2025,Present,8
E0032,28-01-2025,Present,9
E0032,01/29/2025,On Leave,
E0032,2025-01-30,present,8
E0032,31 Jan 2025,P,7
E0032,03 Feb 2025,wfh,9
E0032,2025-02-04,Absent,
E0032,02/05/2025,P,8
E0032,2025-02-06,PRESENT,8
E0032,07 Feb 2025,present,9
E0032,02/10/2025,Work From Home,9
E0032,2025-02-11,Work From Home,7
E0032,2025-02-12,present,8
E0032,13 Feb 2025,P,8
E0032,14-02-2025,Leave,
E0032,17 Feb 2025,leave,
E0032,18 Feb 2025,Present,7.5
E0032,20 Feb 2025,PRESENT,8
E0032,24 Feb 2025,Present,8
E0032,2025-02-25,Present,8
E0032,2025-02-27,P,7
E0032,03/03/2025,WFH,9
E0032,2025-03-04,P,7
E0032,03/06/2025,WFH,7
E0032,2025-03-07,wfh,8
E0032,10-03-2025,PRESENT,8
E0032,11 Mar 2025,L,
E0032,12-03-2025,PRESENT,7.5
E0033,2025-01-02,L,
E0033,03 Jan 2025,PRESENT,8
E0033,06 Jan 2025,Work From Home,8
E0033,01/07/2025,present,7
E0033,01/08/2025,PRESENT,7
E0033,10-01-2025,Work From Home,8
E0033,01/13/2025,Present,8
E0033,01/15/2025,Present,7
E0033,16 Jan 2025,present,8
E0033,17-01-2025,present,9
E0033,20-01-2025,PRESENT,8
E0033,22 Jan 2025,P,8
E0033,2025-01-23,P,8
E0033,2025-01-24,Work From Home,8
E0033,2025-01-28,P,9
E0033,29-01-2025,WFH,7
E0033,31 Jan 2025,Present,9
E0033,04 Feb 2025,P,8
E0033,2025-02-05,P,7
E0033,2025-02-07,P,7
E0033,2025-02-10,leave,
E0033,12-02-2025,Present,8
E0033,2025-02-13,PRESENT,8
E0033,14 Feb 2025,P,7.5
E0033,17 Feb 2025,A,
E0033,02/18/2025,Work From Home,9
E0033,20 Feb 2025,On Leave,
E0033,21-02-2025,present,8
E0033,2025-02-24,Absent,
E0033,25-02-2025,Present,8
E0033,26 Feb 2025,Present,8
E0033,2025-02-27,present,8
E0033,02/28/2025,present,8
E0033,03-03-2025,Present,8
E0033,04 Mar 2025,Present,7
E0033,03/05/2025,PRESENT,8
E0033,06 Mar 2025,PRESENT,7.5
E0033,07-03-2025,Present,8
E0033,2025-03-10,P,8
E0033,2025-03-12,Absent,
E0033,13-03-2025,Leave,
E0033,14-03-2025,Work From Home,8
E0033,17-03-2025,Present,8
E0033,03/18/2025,PRESENT,7
E0034,01/02/2025,present,7
E0034,2025-01-03,present,7
E0034,06 Jan 2025,P,8
E0034,2025-01-07,present,9
E0034,01/09/2025,PRESENT,7.5
E0034,2025-01-13,L,
E0034,01/14/2025,P,8
E0034,01/15/2025,Present,8
E0034,16 Jan 2025,Work From Home,8
E0034,17-01-2025,PRESENT,8
E0034,01/20/2025,present,8
E0034,01/21/2025,PRESENT,8
E0034,22-01-2025,PRESENT,9
E0034,23-01-2025,PRESENT,7.5
E0034,2025-01-27,Present,8
E0034,28 Jan 2025,P,9
E0034,01/29/2025,Absent,
E0034,30-01-2025,absent,
E0034,01/31/2025,Present,8
E0034,03-02-2025,Present,8
E0034,02/04/2025,leave,
E0034,06-02-2025,Present,8
E0034,2025-02-07,P,9
E0034,10-02-2025,PRESENT,8
E0034,12-02-2025,P,8
E0034,02/13/2025,WFH,7
E0034,14-02-2025,Absent,
E0034,2025-02-17,Present,7.5
E0034,18-02-2025,WFH,8
E0034,2025-02-19,PRESENT,7
E0034,02/20/2025,P,8
E0034,2025-02-21,Present,7.5
E0034,02/24/2025,Present,8
E0034,26 Feb 2025,PRESENT,8
E0034,27-02-2025,PRESENT,9
E0034,02/28/2025,present,9
E0034,03/04/2025,Present,9
E0034,06 Mar 2025,Absent,
E0034,07 Mar 2025,PRESENT,8
E0034,10 Mar 2025,PRESENT,8
E0034,11-03-2025,Absent,
E0034,12-03-2025,PRESENT,8
E0034,13-03-2025,Present,9
E0034,2025-03-14,P,7.5
E0036,03-01-2025,Present,8
E0036,06 Jan 2025,P,8
E0036,07-01-2025,PRESENT,8
E0036,2025-01-08,P,7.5
E0036,09 Jan 2025,PRESENT,8
E0036,13-01-2025,Present,7.5
E0036,01/14/2025,leave,
E0036,15 Jan 2025,PRESENT,7.5
E0036,2025-01-17,present,9
E0036,2025-01-20,present,8
E0036,21 Jan 2025,Present,7.5
E0036,01/22/2025,On Leave,
E0036,2025-01-23,present,7.5
E0036,27-01-2025,P,8
E0036,28-01-2025,WFH,7.5
E0036,29 Jan 2025,wfh,7
E0036,2025-01-30,Present,7
E0036,31-01-2025,present,7.5
E0036,2025-02-03,PRESENT,8
E0036,2025-02-05,P,7
E0036,2025-02-06,P,7
E0036,02/07/2025,P,7.5
E0036,02/10/2025,P,8
E0036,11-02-2025,P,9
E0036,02/12/2025,L,
E0036,2025-02-13,leave,
E0036,02/17/2025,Work From Home,8
E0036,18-02-2025,PRESENT,8
E0036,2025-02-20,A,
E0036,02/21/2025,Present,8
E0036,02/24/2025,PRESENT,8
E0036,25-02-2025,Present,8
E0036,27-02-2025,PRESENT,8
E0036,2025-02-28,Present,8
E0036,03/03/2025,PRESENT,8
E0036,03/04/2025,present,9
E0036,03/06/2025,Present,8
E0036,07 Mar 2025,PRESENT,7.5
E0036,2025-03-11,WFH,8
E0036,2025-03-12,P,9
E0036,03/13/2025,present,8
E0036,17 Mar 2025,PRESENT,8
E0036,03/18/2025,P,7
E0036,2025-03-20,PRESENT,8
E0037,03-01-2025,P,8
E0037,2025-01-06,present,8
E0037,2025-01-07,PRESENT,7.5
E0037,08 Jan 2025,P,7.5
E0037,09-01-2025,P,7
E0037,10-01-2025,Present,8
E0037,13-01-2025,Present,7
E0037,01/14/2025,P,7.5
E0037,15-01-2025,PRESENT,9
E0037,17-01-2025,present,7
E0037,20-01-2025,present,7.5
E0037,22-01-2025,P,8
E0037,01/23/2025,P,7.5
E0037,24 Jan 2025,A,
E0037,01/27/2025,Present,7.5
E0037,28 Jan 2025,present,8
E0037,29 Jan 2025,Present,8
E0037,30-01-2025,P,8
E0037,03-02-2025,Absent,
E0037,2025-02-04,P,7
E0037,2025-02-05,P,7
E0037,06-02-2025,P,8
E0037,07 Feb 2025,present,8
E0037,02/10/2025,PRESENT,8
E0037,2025-02-11,A,
E0037,13 Feb 2025,P,8
E0037,2025-02-14,PRESENT,7.5
E0037,02/17/2025,Present,9
E0037,18 Feb 2025,Present,8
E0037,02/19/2025,present,7
E0037,21-02-2025,P,7
E0037,24 Feb 2025,Leave,
E0037,2025-02-25,Present,7.5
E0037,02/26/2025,P,7.5
E0037,2025-02-27,P,9
E0037,02/28/2025,present,8
E0037,2025-03-03,present,7
E0037,03/05/2025,Present,8
E0037,07 Mar 2025,present,8
E0037,10 Mar 2025,absent,
E0037,03/12/2025,Leave,
E0037,13-03-2025,P,7.5
E0037,14 Mar 2025,PRESENT,8
E0038,01/02/2025,WFH,8
E0038,03-01-2025,Present,8
E0038,06 Jan 2025,Present,8
E0038,01/07/2025,Present,7.5
E0038,01/08/2025,wfh,7
E0038,10-01-2025,Present,8
E0038,01/13/2025,L,
E0038,14 Jan 2025,Present,7
E0038,2025-01-15,P,8
E0038,01/16/2025,Present,7
E0038,01/21/2025,P,9
E0038,23 Jan 2025,present,7
E0038,2025-01-24,leave,
E0038,01/28/2025,On Leave,
E0038,29-01-2025,present,8
E0038,30-01-2025,On Leave,
E0038,2025-01-31,P,7.5
E0038,02/03/2025,present,8
E0038,05-02-2025,Present,9
E0038,2025-02-06,present,8
E0038,2025-02-07,PRESENT,8
E0038,2025-02-10,Present,7
E0038,12-02-2025,P,8
E0038,2025-02-13,On Leave,
E0038,02/14/2025,present,7
E0038,18-02-2025,WFH,8
E0038,19-02-2025,P,8
E0038,20-02-2025,P,8
E0038,24 Feb 2025,present,7.5
E0038,2025-02-25,Present,9
E0038,2025-02-26,PRESENT,7
E0038,02/27/2025,A,
E0038,28-02-2025,P,8
E0038,03 Mar 2025,wfh,8
E0038,05 Mar 2025,PRESENT,7.5
E0038,07-03-2025,present,7.5
E0038,2025-03-10,wfh,8
E0038,2025-03-12,PRESENT,8
E0038,13-03-2025,A,
E0038,03/14/2025,PRESENT,8
E0038,18-03-2025,Present,8
E0038,19-03-2025,present,8
E0038,20 Mar 2025,PRESENT,7
E0038,21 Mar 2025,PRESENT,8
E0039,02-01-2025,present,7.5
E0039,03 Jan 2025,Present,7.5
E0039,06-01-2025,PRESENT,8
E0039,01/07/2025,Present,8
E0039,08-01-2025,P,7
E0039,09 Jan 2025,PRESENT,9
E0039,10-01-2025,PRESENT,7.5
E0039,13 Jan 2025,wfh,8
E0039,14-01-2025,present,8
E0039,15-01-2025,wfh,7
E0039,2025-01-16,A,
E0039,01/17/2025,Present,9
E0039,20 Jan 2025,WFH,8
E0039,21 Jan 2025,Leave,
E0039,2025-01-23,present,8
E0039,24 Jan 2025,PRESENT,7.5
E0039,27-01-2025,P,8
E0039,28 Jan 2025,Present,8
E0039,01/29/2025,P,7.5
E0039,01/30/2025,P,9
E0039,2025-01-31,absent,
E0039,04 Feb 2025,present,8
E0039,05-02-2025,L,
E0039,06 Feb 2025,PRESENT,8
E0039,07-02-2025,Present,8
E0039,2025-02-10,P,8
E0039,2025-02-11,present,9
E0039,12-02-2025,PRESENT,8
E0039,13 Feb 2025,PRESENT,8
E0039,02/17/2025,P,9
E0039,18-02-2025,Present,7.5
E0039,2025-02-19,P,8
E0039,02/21/2025,PRESENT,7
E0039,2025-02-24,P,8
E0039,26-02-2025,present,7.5
E0039,2025-02-27,PRESENT,8
E0039,2025-02-28,present,7
E0039,2025-03-03,present,8
E0039,03/04/2025,wfh,8
E0039,05-03-2025,present,7
E0039,03/06/2025,Present,8
E0039,07 Mar 2025,wfh,8
E0039,10-03-2025,Present,9
E0039,2025-03-12,L,
E0039,13-03-2025,leave,
E0040,02-01-2025,present,9
E0040,03 Jan 2025,PRESENT,8
E0040,06-01-2025,PRESENT,7.5
E0040,01/07/2025,P,7.5
E0040,08 Jan 2025,P,7.5
E0040,01/09/2025,Present,8
E0040,01/10/2025,P,8
E0040,01/14/2025,P,9
E0040,01/15/2025,present,8
E0040,16 Jan 2025,P,9
E0040,01/17/2025,PRESENT,7
E0040,21 Jan 2025,Work From Home,7.5
E0040,22-01-2025,PRESENT,9
E0040,23 Jan 2025,present,8
E0040,27-01-2025,present,8
E0040,28 Jan 2025,PRESENT,8
E0040,2025-01-30,PRESENT,7
E0040,03 Feb 2025,Present,8
E0040,02/05/2025,present,8
E0040,2025-02-06,wfh,8
E0040,07-02-2025,Present,9
E0040,2025-02-10,absent,
E0040,02/11/2025,present,8
E0040,02/12/2025,absent,
E0040,2025-02-13,absent,
E0040,17-02-2025,WFH,7
E0040,02/19/2025,Absent,
E0040,02/20/2025,present,9
E0040,21 Feb 2025,Present,8
E0040,24-02-2025,P,7
E0040,2025-02-25,P,7.5
E0040,2025-02-26,Present,8
E0040,28 Feb 2025,PRESENT,9
E0040,2025-03-03,present,8
E0040,05-03-2025,present,8
E0040,07-03-2025,PRESENT,8
E0040,03/10/2025,Present,8
E0040,2025-03-12,Present,9
E0040,03/13/2025,Present,7
E0040,03/14/2025,L,
E0040,03/18/2025,P,8
E0042,2025-01-03,PRESENT,9
E0042,2025-01-06,P,7
E0042,07 Jan 2025,P,8
E0042,08 Jan 2025,WFH,8
E0042,10 Jan 2025,Present,7
E0042,13-01-2025,Present,7.5
E0042,14 Jan 2025,Present,7
E0042,16 Jan 2025,P,7.5
E0042,2025-01-20,PRESENT,9
E0042,01/21/2025,PRESENT,8
E0042,2025-01-22,present,8
E0042,01/23/2025,present,8
E0042,2025-01-24,P,7
E0042,2025-01-27,Present,7
E0042,28 Jan 2025,Present,8
E0042,01/29/2025,P,8
E0042,30-01-2025,present,8
E0042,2025-01-31,P,8
E0042,02/03/2025,wfh,8
E0042,02/04/2025,Present,9
E0042,05 Feb 2025,Present,7.5
E0042,06 Feb 2025,PRESENT,9
E0042,07-02-2025,present,7.5
E0042,10-02-2025,Present,8
E0042,11 Feb 2025,P,8
E0042,12 Feb 2025,Present,7.5
E0042,2025-02-14,P,8
E0042,02/17/2025,wfh,8
E0042,2025-02-19,P,9
E0042,2025-02-20,P,9
E0042,2025-02-21,PRESENT,8
E0042,2025-02-24,present,8
E0042,25 Feb 2025,WFH,7.5
E0042,2025-02-26,Present,8
E0042,27-02-2025,PRESENT,8
E0042,28 Feb 2025,PRESENT,9
E0042,2025-03-03,wfh,8
E0042,04 Mar 2025,WFH,9
E0042,06-03-2025,P,9
E0042,03/07/2025,present,9
E0042,11-03-2025,Absent,
E0042,13-03-2025,Present,8
E0042,14-03-2025,WFH,9
E0043,02-01-2025,leave,
E0043,06-01-2025,A,
E0043,2025-01-07,present,9
E0043,01/08/2025,Present,8
E0043,2025-01-10,Present,8
E0043,13 Jan 2025,Present,8
E0043,14-01-2025,Present,7.5
E0043,15-01-2025,Present,7.5
E0043,01/16/2025,P,7
E0043,01/17/2025,A,
E0043,2025-01-20,PRESENT,7.5
E0043,01/21/2025,P,7.5
E0043,2025-01-22,On Leave,
E0043,23 Jan 2025,PRESENT,7
E0043,24 Jan 2025,PRESENT,9
E0043,28 Jan 2025,present,9
E0043,2025-01-29,PRESENT,7.5
E0043,01/30/2025,present,8
E0043,02/03/2025,wfh,9
E0043,05 Feb 2025,PRESENT,8
E0043,2025-02-06,Present,9
E0043,2025-02-07,P,8
E0043,02/10/2025,P,8
E0043,11 Feb 2025,P,8
E0043,2025-02-13,present,8
E0043,14-02-2025,P,8
E0043,18 Feb 2025,PRESENT,8
E0043,02/19/2025,present,8
E0043,20-02-2025,PRESENT,7
E0043,2025-02-21,Absent,
E0043,02/25/2025,Present,9
E0043,2025-02-26,leave,
E0043,27-02-2025,present,8
E0043,28 Feb 2025,PRESENT,7
E0043,03/03/2025,P,9
E0043,03/05/2025,P,9
E0043,06 Mar 2025,PRESENT,7.5
E0043,07 Mar 2025,L,
E0043,03/11/2025,Present,7.5
E0043,12-03-2025,PRESENT,8
E0043,03/14/2025,On Leave,
E0044,02-01-2025,PRESENT,8
E0044,01/03/2025,present,8
E0044,2025-01-07,P,7
E0044,09-01-2025,P,9
E0044,13 Jan 2025,Present,9
E0044,14 Jan 2025,present,8
E0044,16-01-2025,P,8
E0044,17 Jan 2025,Present,8
E0044,01/20/2025,PRESENT,7
E0044,22-01-2025,P,9
E0044,23 Jan 2025,PRESENT,7.5
E0044,28 Jan 2025,Present,8
E0044,29 Jan 2025,PRESENT,8
E0044,2025-01-30,Present,8
E0044,31 Jan 2025,P,7
E0044,03-02-2025,PRESENT,9
E0044,05-02-2025,Present,8
E0044,2025-02-06,P,8
E0044,02/07/2025,wfh,8
E0044,02/10/2025,PRESENT,7
E0044,2025-02-11,Present,8
E0044,2025-02-13,present,9
E0044,14-02-2025,absent,
E0044,17-02-2025,present,9
E0044,2025-02-18,present,8
E0044,19 Feb 2025,Present,8
E0044,20 Feb 2025,PRESENT,7
E0044,02/21/2025,P,9
E0044,02/25/2025,PRESENT,7
E0044,26-02-2025,PRESENT,7.5
E0044,27 Feb 2025,P,8
E0044,28-02-2025,P,8
E0044,03 Mar 2025,P,7.5
E0044,05 Mar 2025,present,9
E0044,06 Mar 2025,Present,9
E0044,2025-03-07,PRESENT,8
E0044,03/10/2025,Present,7.5
E0044,2025-03-11,P,7
E0044,03/13/2025,Work From Home,8
E0044,2025-03-17,present,7
E0044,18 Mar 2025,L,
E0045,2025-01-02,P,8
E0045,2025-01-03,Present,9
E0045,06 Jan 2025,L,
E0045,01/07/2025,absent,
E0045,2025-01-08,Present,8
E0045,10 Jan 2025,Present,8
E0045,01/14/2025,Present,8
E0045,15 Jan 2025,Present,8
E0045,16 Jan 2025,present,7.5
E0045,17 Jan 2025,WFH,9
E0045,21 Jan 2025,present,7.5
E0045,22-01-2025,PRESENT,7
E0045,23 Jan 2025,P,7.5
E0045,24-01-2025,absent,
E0045,27-01-2025,Present,7
E0045,29 Jan 2025,L,
E0045,30-01-2025,absent,
E0045,31 Jan 2025,Present,8
E0045,04-02-2025,P,8
E0045,05-02-2025,PRESENT,8
E0045,02/06/2025,PRESENT,7.5
E0045,10 Feb 2025,Present,8
E0045,11 Feb 2025,PRESENT,8
E0045,2025-02-12,A,
E0045,2025-02-13,present,7.5
E0045,2025-02-14,PRESENT,8
E0045,17 Feb 2025,PRESENT,8
E0045,2025-02-18,present,7.5
E0045,02/20/2025,present,7
E0045,2025-02-21,Present,8
E0045,02/25/2025,present,8
E0045,02/26/2025,P,8
E0045,28-02-2025,P,7
E0045,03-03-2025,present,8
E0045,04-03-2025,P,8
E0045,05-03-2025,PRESENT,9
E0045,07-03-2025,PRESENT,8
E0045,2025-03-10,present,7.5
E0045,11 Mar 2025,present,7.5
E0045,2025-03-12,PRESENT,8
E0045,2025-03-13,Present,7.5
E0045,14 Mar 2025,present,8
E0046,02-01-2025,Present,8
E0046,03 Jan 2025,P,7
E0046,06-01-2025,PRESENT,8
E0046,08 Jan 2025,Leave,
